,Location,Blacks,Asians,NativeHawaiian_PacificIslanders,Whites,Hispanic_Latinos,AmericanIndian_AlaskanNatives,Two_or_Mores,Others
1527,"Colleyville, Texas",2.03,4.64,0.0,89.03,2.41,0.0,1.42,0.48
1528,"College Station, Texas",7.49,10.2,0.01,62.84,15.16,0.27,2.27,1.76
1529,"Coleman, Texas",1.84,0.0,0.0,70.7,24.43,0.0,2.11,0.92
1530,"Clyde, Texas",1.25,0.21,0.0,85.96,6.79,0.0,4.63,1.17
1531,"Clute, Texas",11.36,0.15,0.13,28.26,52.12,0.2,1.97,5.8
1532,"Clifton, Texas",4.39,0.86,0.0,75.59,16.47,0.0,2.52,0.18
1533,"Cleveland, Texas",16.17,0.03,0.0,42.58,28.99,0.0,1.07,11.15
1534,"Cleburne, Texas",3.61,0.8,0.45,63.64,28.27,0.64,1.02,1.57
1535,"Cisco, Texas",5.11,0.0,0.0,70.53,16.56,1.24,0.32,6.23
1536,"Cibolo, Texas",12.51,1.86,0.66,44.26,26.3,0.28,3.37,10.75
1537,"Coppell, Texas",4.75,23.39,0.02,55.42,12.32,0.22,2.92,0.97
1538,"Childress, Texas",8.18,1.28,0.0,52.13,32.09,1.06,0.94,4.31
1539,"Celina, Texas",5.02,0.9,0.0,72.29,18.7,0.0,1.83,1.25
1540,"Cedar Park, Texas",2.74,9.39,0.04,62.65,18.15,0.4,4.17,2.47
1541,"Cedar Hill, Texas",51.85,2.85,0.13,16.7,21.81,0.07,4.03,2.56
1542,"Castroville, Texas",1.91,1.18,0.0,49.38,38.47,0.0,4.94,4.11
1543,"Castle Hills, Texas",1.0,1.31,0.0,52.58,42.77,0.0,0.31,2.04
1544,"Carthage, Texas",26.47,0.21,0.0,60.74,10.19,0.24,0.06,2.09
1545,"Canyon, Texas",2.75,0.38,0.06,73.3,17.12,0.18,3.78,2.45
1546,"Cameron, Texas",18.37,0.56,0.0,47.97,26.38,0.41,4.73,1.59
1547,"Calvert, Texas",45.4,0.0,0.0,26.98,14.81,0.0,11.93,0.88
1548,"Caldwell, Texas",22.05,0.0,0.0,43.84,26.05,0.39,2.65,5.03
1549,"Cactus, Texas",8.72,10.62,0.0,2.97,69.97,0.0,3.8,3.92
1550,"Burnet, Texas",2.02,0.59,0.0,68.4,21.56,1.32,3.08,3.04
1551,"Burleson, Texas",4.04,1.42,0.17,78.48,11.5,0.32,3.24,0.82
1552,"Center, Texas",32.86,6.44,0.0,32.28,27.44,0.0,0.32,0.67
1553,"Burkburnett, Texas",3.85,1.3,0.0,78.45,9.35,1.11,1.51,4.43
1554,"Copperas Cove, Texas",14.85,2.47,1.56,52.89,16.96,0.54,8.98,1.75
1555,"Corpus Christi, Texas",4.01,2.16,0.07,28.8,60.85,0.43,1.62,2.06
1556,"Dumas, Texas",2.25,7.38,0.0,31.61,44.47,1.02,3.19,10.09
1557,"Donna, Texas",0.49,0.35,0.0,4.95,82.01,0.06,2.61,9.53
1558,"Dimmitt, Texas",1.16,1.66,0.0,21.69,66.36,0.24,4.06,4.84
1559,"Dilley, Texas",7.6,0.41,0.0,12.54,63.0,0.2,1.78,14.49
1560,"Dickinson, Texas",9.43,1.29,0.04,53.79,28.28,1.3,3.09,2.77
1561,"Devine, Texas",0.0,1.1,0.0,33.64,56.68,0.0,0.43,8.15
1562,"DeSoto, Texas",66.08,0.5,0.01,12.03,16.96,0.09,2.42,1.9
1563,"Denver City, Texas",0.5,0.0,0.0,24.88,71.87,0.22,0.92,1.62
1564,"Denton, Texas",8.99,4.0,0.11,57.34,22.94,0.61,3.11,2.9
1565,"Denison, Texas",8.28,1.26,0.0,73.67,10.17,1.87,3.59,1.16
1566,"Del Rio, Texas",1.44,0.7,0.03,11.43,82.16,0.46,0.68,3.1
1567,"De Leon, Texas",1.62,0.0,0.0,69.09,22.78,1.26,3.47,1.78
1568,"De Kalb, Texas",21.24,2.2,0.0,60.94,7.47,2.2,5.15,0.81
1569,"Corinth, Texas",6.05,1.81,0.0,71.28,15.47,0.14,4.51,0.74
1570,"Deer Park, Texas",1.59,1.69,0.0,55.9,34.3,1.62,3.11,1.79
1571,"Dayton, Texas",13.06,2.21,0.0,64.74,13.14,0.0,3.45,3.41
1572,"Dalworthington Gardens, Texas",10.55,6.31,0.0,67.87,9.48,0.44,3.01,2.34
1573,"Dallas, Texas",22.41,3.12,0.04,26.82,38.56,0.27,2.31,6.47
1574,"Dalhart, Texas",0.93,2.06,0.0,50.99,38.04,0.84,4.67,2.46
1575,"Daingerfield, Texas",31.26,0.13,0.19,40.5,15.33,0.89,3.28,8.41
1576,"Cuero, Texas",15.27,0.01,0.0,31.5,33.59,0.13,0.73,18.77
1577,"Crystal City, Texas",0.66,0.0,0.0,0.09,92.21,0.0,0.83,6.21
1578,"Crowley, Texas",16.01,0.44,0.0,56.91,21.12,0.62,3.49,1.41
1579,"Crockett, Texas",42.16,0.26,0.0,32.3,15.48,0.16,4.84,4.8
1580,"Crane, Texas",2.04,0.31,0.0,19.78,45.13,0.0,0.86,31.88
1581,"Crandall, Texas",0.79,0.23,0.0,80.17,16.43,0.4,1.65,0.34
1582,"Corsicana, Texas",17.94,1.08,2.02,35.62,31.9,1.98,1.78,7.67
1583,"Corrigan, Texas",31.14,1.37,0.0,26.92,34.76,0.22,4.17,1.43
1584,"Decatur, Texas",2.95,2.08,0.0,66.87,21.42,0.26,2.46,3.97
1585,"Bulverde, Texas",0.02,0.46,0.0,62.65,23.97,0.0,4.35,8.55
1586,"Bullard, Texas",4.78,0.0,0.0,78.23,12.34,2.01,1.69,0.96
1587,"Buda, Texas",4.19,1.24,0.0,54.73,33.52,0.3,3.86,2.16
1588,"Ballinger, Texas",6.94,0.0,0.0,53.2,32.28,0.13,2.49,4.96
1589,"Balcones Heights, Texas",8.35,0.0,0.0,18.59,58.32,0.43,0.8,13.51
1590,"Balch Springs, Texas",21.89,1.01,0.0,18.62,53.36,0.1,0.8,4.21
1591,"Baird, Texas",0.28,1.07,0.0,80.09,12.32,0.0,3.88,2.36
1592,"Azle, Texas",0.2,0.3,0.0,88.98,9.0,0.11,1.02,0.39
1593,"Austin, Texas",7.19,6.72,0.04,44.29,31.4,0.52,2.98,6.85
1594,"Aubrey, Texas",0.54,0.48,0.0,89.32,6.67,1.29,1.56,0.15
1595,"Atlanta, Texas",36.12,0.0,0.0,52.02,6.2,0.23,5.15,0.28
1596,"Athens, Texas",16.76,2.77,0.0,50.42,26.04,0.47,2.17,1.37
1597,"Arlington, Texas",21.02,6.45,0.12,36.61,27.33,0.42,2.89,5.15
1598,"Arcola, Texas",12.96,0.0,0.0,4.4,59.04,0.96,1.31,21.34
1599,"Archer City, Texas",4.14,0.17,0.0,83.96,10.9,0.73,0.0,0.11
1600,"Anthony, Texas",2.61,0.35,0.44,10.13,68.44,1.77,1.5,14.78
1601,"Bangs, Texas",7.74,0.0,0.0,69.65,18.41,0.47,2.47,1.27
1602,"Anna, Texas",10.44,7.12,0.0,61.66,18.08,0.3,1.93,0.46
1603,"Andrews, Texas",1.95,0.13,0.15,34.64,57.3,0.0,1.55,4.29
1604,"Amarillo, Texas",6.31,3.86,0.08,52.41,30.88,0.45,3.41,2.6
1605,"Alvin, Texas",2.75,2.24,0.0,53.9,37.91,0.18,1.38,1.64
1606,"Alvarado, Texas",3.5,0.0,0.0,71.71,19.41,0.0,3.61,1.77
1607,"Alpine, Texas",0.21,1.44,0.0,49.98,44.64,0.18,1.54,2.01
1608,"Allen, Texas",9.22,16.9,0.0,59.12,10.24,0.45,2.96,1.12
1609,"Alice, Texas",0.93,1.28,0.32,12.17,82.26,0.28,0.57,2.18
1610,"Alamo Heights, Texas",2.57,0.73,0.0,70.01,21.52,0.26,4.15,0.76
1611,"Alamo, Texas",0.35,0.0,0.0,13.47,83.0,0.0,0.32,2.86
1612,"Addison, Texas",11.16,9.89,0.0,41.03,20.52,0.36,6.98,10.07
1613,"Abilene, Texas",9.14,2.1,0.03,51.42,23.55,0.87,2.89,10.0
1614,"Abernathy, Texas",0.41,0.0,0.0,46.98,47.2,0.25,2.99,2.17
1615,"La Grulla, Texas",0.0,0.0,0.0,0.0,97.41,0.0,0.31,2.28
1616,"Angleton, Texas",12.52,1.12,0.0,54.16,26.69,0.0,2.55,2.95
1617,"Bartonville, Texas",0.26,1.05,0.0,81.83,12.67,0.0,1.47,2.72
1618,"Baytown, Texas",17.5,2.13,0.05,29.73,41.04,0.4,2.59,6.55
1619,"Beaumont, Texas",47.04,3.1,0.03,31.2,15.02,0.22,1.55,1.84
1620,"Bryan, Texas",14.78,1.75,0.04,36.61,35.94,0.16,3.91,6.82
1621,"Brownwood, Texas",5.72,1.18,0.0,61.49,27.54,0.2,2.09,1.78
1622,"Brownsville, Texas",0.57,0.62,0.02,4.6,91.39,0.25,0.48,2.07
1623,"Brownsboro, Texas",2.91,0.0,0.0,71.28,18.28,0.0,1.78,5.74
1624,"Brownfield, Texas",6.25,0.0,0.0,31.38,56.98,0.28,1.48,3.63
1625,"Brookshire, Texas",22.16,0.54,0.0,12.15,43.3,3.98,0.83,17.03
1626,"Bridgeport, Texas",4.29,0.38,0.0,51.21,41.14,0.11,1.68,1.2
1627,"Brenham, Texas",19.7,3.15,0.0,52.06,19.47,1.16,2.98,1.5
1628,"Breckenridge, Texas",2.05,0.4,0.0,57.33,32.09,0.14,4.82,3.18
1629,"Brazoria, Texas",16.94,1.05,0.34,55.52,21.79,0.74,0.9,2.72
1630,"Brady, Texas",2.55,0.28,0.0,49.38,34.64,0.0,1.74,11.41
1631,"Boyd, Texas",0.14,0.0,0.0,83.48,10.52,0.72,3.86,1.29
1632,"Bowie, Texas",0.44,0.0,0.0,82.85,9.55,0.0,7.16,0.0
1633,"Bonham, Texas",11.8,1.47,0.08,62.14,17.72,0.76,2.7,3.34
1634,"Bogata, Texas",0.67,0.33,0.0,91.64,4.77,0.33,1.76,0.5
1635,"Boerne, Texas",1.05,0.21,0.16,65.37,24.48,0.19,2.68,5.86
1636,"Blue Mound, Texas",4.1,0.97,0.0,30.57,48.06,0.05,1.22,15.02
1637,"Blanco, Texas",0.0,0.63,0.0,53.3,33.52,1.46,6.15,4.94
1638,"Big Spring, Texas",6.76,0.96,0.06,38.82,43.37,1.07,3.0,5.96
1639,"Big Sandy, Texas",27.48,0.0,0.0,70.06,1.72,0.0,0.74,0.0
1640,"Beverly Hills, Texas",9.9,0.0,0.0,23.36,53.42,1.46,5.6,6.26
1641,"Benbrook, Texas",5.72,1.66,0.06,76.0,11.7,0.27,3.16,1.42
1642,"Belton, Texas",10.05,1.21,0.04,46.19,35.7,0.14,3.1,3.57
1643,"Bellville, Texas",11.55,0.0,0.0,67.67,15.96,0.0,0.07,4.75
1644,"Bellmead, Texas",13.79,0.44,0.0,39.61,38.96,1.45,2.88,2.88
1645,"Bellaire, Texas",2.72,22.4,0.0,64.88,7.72,0.11,1.88,0.29
1646,"Beeville, Texas",1.94,0.58,0.0,25.48,66.07,1.0,2.04,2.9
1647,"Bee Cave, Texas",0.99,11.53,0.0,68.1,14.59,0.0,3.28,1.5
1648,"Bedford, Texas",10.84,5.3,0.7,62.81,13.47,0.55,3.37,2.96
1649,"Duncanville, Texas",32.66,1.34,0.09,22.26,36.87,0.3,2.09,4.38
1650,"Eagle Lake, Texas",17.91,0.0,0.0,13.48,48.06,0.09,2.6,17.85
1651,"Bishop, Texas",0.58,0.24,0.0,21.42,71.71,0.67,1.67,3.73
1652,"Early, Texas",1.41,1.24,0.0,77.48,16.19,0.23,1.41,2.04
1653,"Ingleside, Texas",3.85,1.65,0.0,42.67,44.71,0.39,4.93,1.8
1654,"Idalou, Texas",1.66,0.38,0.0,49.39,45.27,0.19,1.61,1.51
1655,"Hutchins, Texas",36.63,0.05,0.0,21.86,35.02,0.39,4.13,1.92
1656,"Hurst, Texas",7.31,1.71,0.0,59.12,23.37,0.93,2.57,5.0
1657,"Huntington, Texas",9.66,0.0,0.0,83.16,2.74,0.17,3.76,0.51
1658,"Humble, Texas",36.94,2.07,0.67,17.69,34.88,0.18,0.72,6.84
1659,"Hudson Oaks, Texas",0.51,0.0,0.0,89.76,8.25,0.13,1.23,0.13
1660,"Hudson, Texas",13.38,1.08,0.0,65.04,19.89,0.0,0.39,0.22
1661,"Howe, Texas",0.2,3.37,0.0,82.23,10.27,0.67,2.4,0.87
1662,"Houston, Texas",20.17,6.16,0.05,22.03,40.06,0.28,1.86,9.39
1663,"Lago Vista, Texas",2.82,0.81,0.21,81.17,13.6,0.0,1.39,0.0
1664,"Lago Vista, Texas",0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0
1665,"Horseshoe Bay, Texas",0.0,0.0,0.0,85.73,8.23,0.0,1.87,4.17
1666,"Horizon City, Texas",0.78,0.04,0.0,6.32,83.63,1.08,1.73,6.41
1667,"Ingram, Texas",0.64,0.29,0.0,61.08,32.79,0.05,2.6,2.55
1668,"Hooks, Texas",16.49,0.36,0.0,73.79,5.28,1.06,2.88,0.15
1669,"Hollywood Park, Texas",0.21,0.65,0.0,83.67,11.19,0.0,3.5,0.77
1670,"Hillsboro, Texas",17.29,1.11,0.03,36.5,37.79,0.68,2.11,4.5
1671,"Hill Country Village, Texas",0.56,3.67,0.0,74.15,15.68,0.0,4.94,0.99
1672,"Highland Village, Texas",3.56,4.69,0.0,79.26,8.45,0.37,2.05,1.62
1673,"Highland Park, Texas",0.28,3.29,0.0,90.56,3.78,0.11,1.6,0.38
1674,"Hidalgo, Texas",0.01,0.0,0.0,0.28,72.17,0.0,0.13,27.41
1675,"Hickory Creek, Texas",2.75,6.32,0.0,74.77,9.15,0.0,6.55,0.45
1676,"Hewitt, Texas",5.57,2.98,0.0,70.21,18.09,0.1,2.04,1.01
1677,"Hereford, Texas",1.2,0.61,0.1,18.69,71.33,0.57,2.55,4.95
1678,"Henderson, Texas",21.84,1.19,0.0,50.06,21.2,0.3,1.69,3.71
1679,"Helotes, Texas",1.86,5.05,0.0,54.26,31.79,0.47,3.43,3.14
1680,"Hedwig Village, Texas",2.03,12.47,0.0,66.72,13.99,0.0,3.58,1.22
1681,"Heath, Texas",1.29,4.6,0.0,83.14,6.98,0.27,3.11,0.61
1682,"Hondo, Texas",9.05,0.31,0.0,29.03,55.34,0.45,1.57,4.26
1683,"Iowa Park, Texas",0.0,0.0,0.0,90.02,6.24,0.74,2.57,0.43
1684,"Irving, Texas",11.5,16.16,0.15,19.86,37.66,0.48,2.48,11.71
1685,"Jacinto City, Texas",3.22,0.1,0.0,8.91,81.28,0.37,1.18,4.94
1686,"Eagle Pass, Texas",0.44,0.83,0.0,3.09,90.35,0.21,0.71,4.36
1687,"La Feria, Texas",0.16,1.85,0.0,10.63,83.79,0.16,0.0,3.42
1688,"Lacy-Lakeview, Texas",20.86,2.54,0.0,45.29,24.81,0.68,2.14,3.67
1689,"Kyle, Texas",5.28,1.08,0.0,43.87,41.72,0.53,2.84,4.68
1690,"Kountze, Texas",12.43,0.91,0.0,76.71,8.94,0.0,1.01,0.0
1691,"Knox City, Texas",2.16,0.0,0.0,52.76,36.08,2.09,2.93,3.98
1692,"Kirby, Texas",12.99,2.79,0.0,27.3,46.68,0.74,2.34,7.15
1693,"Kingsville, Texas",3.65,2.36,0.0,16.65,70.4,0.18,2.62,4.13
1694,"Killeen, Texas",34.82,3.35,1.25,26.44,23.03,0.9,5.78,4.41
1695,"Kilgore, Texas",12.94,2.68,0.0,57.65,20.59,0.49,3.42,2.23
1696,"Kerrville, Texas",2.57,0.88,0.08,61.7,26.87,0.23,2.35,5.32
1697,"Kermit, Texas",4.6,0.0,0.0,27.92,60.17,1.5,3.86,1.96
1698,"Kerens, Texas",19.59,0.0,0.0,69.73,9.42,0.0,1.09,0.17
1699,"Kennedale, Texas",5.29,6.35,0.17,60.24,20.65,0.08,2.75,4.48
1700,"Kenedy, Texas",2.5,0.09,0.0,9.05,68.12,0.35,1.31,18.58
1701,"Keller, Texas",1.68,5.42,0.0,79.57,8.98,0.35,2.68,1.33
1702,"Keene, Texas",5.09,2.99,5.61,45.12,33.62,1.39,3.37,2.82
1703,"Kaufman, Texas",7.11,0.0,0.0,53.74,32.86,0.23,1.49,4.56
1704,"Katy, Texas",9.68,3.02,0.0,51.91,27.11,0.24,3.24,4.79
1705,"Karnes City, Texas",1.53,0.24,0.0,21.58,57.32,0.0,1.36,17.98
1706,"Jourdanton, Texas",0.16,0.0,0.0,37.06,59.42,0.0,1.16,2.2
1707,"Joshua, Texas",1.38,0.25,0.0,77.45,14.68,1.6,2.04,2.59
1708,"Jonestown, Texas",1.42,0.88,0.0,79.13,15.29,0.29,2.74,0.24
1709,"Jersey Village, Texas",14.61,7.83,0.0,60.1,15.63,0.0,1.06,0.78
1710,"Jefferson, Texas",39.22,0.0,0.0,46.09,6.86,0.0,2.27,5.56
1711,"Jasper, Texas",50.62,0.22,0.33,38.05,5.53,0.0,2.37,2.89
1712,"Jarrell, Texas",1.17,0.0,0.0,64.22,28.01,0.51,1.47,4.62
1713,"Jacksboro, Texas",9.23,0.0,0.0,62.52,25.44,0.0,1.39,1.41
1714,"Hearne, Texas",37.85,0.0,0.0,18.24,42.32,0.0,0.35,1.24
1715,"Hawkins, Texas",23.02,0.0,0.0,73.72,2.15,1.11,0.0,0.0
1716,"Honey Grove, Texas",10.77,0.74,0.0,66.62,18.0,0.37,3.5,0.0
1717,"Harlingen, Texas",1.01,1.15,0.04,14.87,77.1,0.4,1.27,4.18
1718,"Fredericksburg, Texas",0.02,0.04,0.0,64.88,26.09,4.21,3.24,1.52
1719,"Frankston, Texas",11.36,1.33,0.0,77.84,2.84,1.04,5.59,0.0
1720,"Fort Worth, Texas",17.19,3.78,0.07,35.75,31.7,0.43,3.02,8.05
1721,"Fort Stockton, Texas",2.28,0.36,0.18,19.19,67.75,0.5,1.37,8.37
1722,"Forney, Texas",13.83,1.52,0.0,61.58,18.41,0.22,2.17,2.28
1723,"Forest Hill, Texas",35.6,0.04,0.0,6.14,39.35,0.06,1.07,17.75
1724,"Floydada, Texas",6.88,0.17,0.0,25.09,65.95,0.0,0.0,1.91
1725,"Flower Mound, Texas",4.0,10.67,0.03,70.97,9.37,0.44,3.02,1.5
1726,"Floresville, Texas",0.95,0.75,0.0,30.69,60.5,0.0,3.16,3.96
1727,"Flatonia, Texas",7.38,0.0,0.0,42.72,45.36,0.0,0.55,4.0
1728,"Ferris, Texas",11.44,0.17,0.0,37.26,38.49,0.0,8.49,4.14
1729,"Fate, Texas",3.84,2.13,0.0,65.63,18.97,0.19,4.27,4.98
1730,"Farwell, Texas",0.86,0.0,0.0,45.95,45.23,0.0,0.66,7.29
1731,"Haskell, Texas",4.02,1.3,0.0,55.7,31.94,0.8,1.98,4.26
1732,"Farmers Branch, Texas",5.38,7.2,0.0,34.77,38.82,0.43,4.05,9.37
1733,"Falfurrias, Texas",0.95,0.0,0.0,5.19,83.72,1.24,3.26,5.64
1734,"Fairview, Texas",10.51,5.74,0.0,77.29,3.7,0.14,1.64,0.99
1735,"Fair Oaks Ranch, Texas",1.79,1.04,0.0,75.11,14.91,0.31,4.87,1.97
1736,"Fairfield, Texas",24.77,2.73,0.0,52.68,16.72,0.27,1.31,1.52
1737,"Euless, Texas",11.61,10.92,1.84,46.56,21.0,0.39,3.45,4.23
1738,"Ennis, Texas",13.66,0.31,0.0,35.7,39.79,1.89,3.79,4.84
1739,"Elsa, Texas",0.97,0.0,0.0,1.01,96.5,0.0,0.0,1.52
1740,"El Paso, Texas",3.35,1.21,0.14,11.61,71.44,0.47,2.35,9.43
1741,"Elgin, Texas",18.22,0.29,0.0,26.35,35.16,0.0,2.73,17.25
1742,"Electra, Texas",2.6,0.0,0.0,74.18,11.86,1.93,6.84,2.6
1743,"El Campo, Texas",9.7,0.0,0.0,33.43,50.96,0.18,0.83,4.9
1744,"Edna, Texas",14.11,0.9,0.13,41.95,36.93,0.0,2.38,3.6
1745,"Edinburg, Texas",1.85,1.79,0.0,6.79,82.37,0.39,0.97,5.83
1746,"Eastland, Texas",2.12,2.72,0.0,63.7,25.11,0.0,0.0,6.35
1747,"Freeport, Texas",13.42,0.6,0.0,16.31,55.09,2.68,2.63,9.27
1748,"Friendswood, Texas",2.54,6.37,0.0,71.65,15.41,0.32,2.79,0.91
1749,"Farmersville, Texas",9.51,1.07,0.0,83.42,3.89,0.17,1.93,0.0
1750,"Frisco, Texas",7.66,18.31,0.04,57.41,10.74,0.47,3.49,1.89
1751,"Harker Heights, Texas",19.33,4.95,0.62,45.19,21.15,0.54,7.01,1.22
1752,"Friona, Texas",1.09,0.0,0.49,9.56,68.15,1.05,5.49,14.16
1753,"Hamlin, Texas",9.12,0.05,0.0,53.4,24.18,0.0,7.88,5.36
1754,"Hamilton, Texas",0.4,0.44,0.0,83.06,11.88,0.57,2.64,1.0
1755,"Haltom City, Texas",4.84,8.54,0.27,32.48,40.96,0.13,1.92,10.86
1756,"Hallettsville, Texas",14.58,0.33,0.0,55.04,16.61,1.33,5.07,7.04
1757,"Gunter, Texas",0.72,0.0,0.0,69.51,22.93,0.0,1.51,5.33
1758,"Gun Barrel City, Texas",1.02,0.0,0.0,89.7,5.88,0.0,1.49,1.92
1759,"Groesbeck, Texas",27.41,0.53,0.0,48.34,17.68,0.55,0.2,5.28
1760,"Gregory, Texas",0.14,0.32,0.0,9.15,84.75,0.0,3.51,2.13
1761,"Greenville, Texas",12.76,0.82,0.04,47.86,21.48,1.14,2.27,13.64
1762,"Granite Shoals, Texas",0.0,0.0,0.0,53.08,36.55,0.45,1.92,8.0
1763,"Grand Saline, Texas",1.27,0.0,0.27,67.35,24.61,0.03,0.85,5.61
1764,"Grand Prairie, Texas",21.53,6.78,0.06,20.43,42.09,0.37,2.96,5.78
1765,"Groves, Texas",3.63,2.76,0.1,64.83,24.87,0.0,2.23,1.58
1766,"Granbury, Texas",2.09,2.88,0.0,81.58,9.28,0.89,1.65,1.62
1767,"Gainesville, Texas",4.91,1.91,0.0,55.71,31.39,0.89,4.34,0.84
1768,"Galena Park, Texas",7.89,0.0,0.0,9.59,70.38,0.92,0.56,10.65
1769,"Galveston, Texas",17.82,3.12,0.02,45.51,29.31,0.46,2.4,1.37
1770,"Ganado, Texas",2.23,1.22,0.0,36.42,45.49,0.0,2.49,12.14
1771,"Garland, Texas",12.89,10.24,0.03,27.28,39.45,0.41,3.26,6.44
1772,"Georgetown, Texas",4.04,1.11,0.1,70.21,20.35,0.1,2.71,1.37
1773,"Gatesville, Texas",11.52,0.16,0.0,56.87,19.49,0.5,10.89,0.58
1774,"Gilmer, Texas",23.69,0.07,0.0,54.33,10.12,0.0,4.55,7.23
1775,"Gladewater, Texas",18.51,1.15,0.0,60.8,16.92,0.45,1.9,0.28
1776,"Glenn Heights, Texas",41.59,0.75,0.0,15.66,31.62,2.12,4.67,3.59
1777,"Gonzales, Texas",9.02,0.33,0.0,23.4,42.63,0.39,1.11,23.12
1778,"Graham, Texas",2.45,0.94,0.0,74.76,18.91,0.53,0.0,2.4
1779,"Giddings, Texas",19.31,2.43,0.0,37.92,33.73,0.0,1.65,4.96
1780,"Pembroke, Virginia",5.76,0.0,0.0,93.2,0.28,0.0,0.66,0.09
1781,"Pennington Gap, Virginia",9.29,0.0,0.0,89.75,0.35,0.25,0.35,0.0
1782,"Petersburg, Virginia",75.36,0.99,0.05,14.66,4.67,0.24,1.87,2.16
1783,"Poquoson, Virginia",1.17,1.96,0.0,91.75,2.58,0.22,2.14,0.18
1784,"Rich Creek, Virginia",3.81,1.36,0.68,94.14,0.0,0.0,0.0,0.0
1785,"Pulaski, Virginia",5.63,0.44,0.0,85.73,3.06,0.0,3.92,1.22
1786,"Purcellville, Virginia",7.84,3.35,0.04,73.97,9.85,0.18,4.16,0.6
1787,"Radford, Virginia",9.64,1.52,0.06,81.88,2.86,0.02,3.35,0.67
1788,"Richlands, Virginia",3.07,0.0,0.42,94.86,0.07,0.0,1.58,0.0
1789,"Pearisburg, Virginia",8.24,0.0,0.0,88.5,3.26,0.0,0.0,0.0
1790,"Portsmouth, Virginia",51.57,1.29,0.13,37.17,4.22,0.48,3.7,1.43
1791,"Orange, Virginia",21.69,1.59,0.0,66.16,6.01,0.0,4.33,0.22
1792,"Marion, Virginia",9.54,0.84,0.0,86.74,1.27,0.0,1.6,0.0
1793,"Onancock, Virginia",32.01,0.65,0.0,59.06,6.99,0.0,0.81,0.49
1794,"Occoquan, Virginia",12.2,13.81,0.0,53.8,9.13,0.0,10.34,0.73
1795,"Norton, Virginia",4.64,3.36,0.0,89.07,1.08,0.08,1.78,0.0
1796,"Norfolk, Virginia",39.85,3.54,0.06,41.65,7.55,0.39,4.12,2.83
1797,"Newport News, Virginia",39.4,3.04,0.2,41.8,8.44,0.23,4.9,1.99
1798,"New Market, Virginia",2.2,0.63,0.0,79.81,15.88,1.1,0.38,0.0
1799,"Narrows, Virginia",0.77,1.2,0.0,95.02,0.91,0.0,2.11,0.0
1800,"Mount Jackson, Virginia",0.93,1.62,0.0,55.1,26.27,0.43,4.77,10.88
1801,"Martinsville, Virginia",46.5,0.25,0.0,44.49,5.27,0.67,2.09,0.74
1802,"Richmond, Virginia",46.98,2.1,0.02,39.7,6.57,0.41,3.25,0.97
1803,"Manassas Park, Virginia",13.88,9.88,0.02,31.52,35.31,0.26,3.22,5.9
1804,"Manassas, Virginia",12.47,4.91,0.18,37.53,32.2,0.61,4.24,7.86
1805,"Lynchburg, Virginia",28.14,2.68,0.03,61.51,3.93,0.26,2.49,0.96
1806,"Onley, Virginia",15.64,0.74,0.0,50.37,19.21,12.68,1.35,0.0
1807,"Roanoke, Virginia",27.98,3.0,0.03,57.51,5.97,0.18,3.47,1.85
1808,"Suffolk, Virginia",40.81,1.88,0.02,48.5,4.14,0.19,3.51,0.95
1809,"Salem, Virginia",6.93,1.82,0.08,84.23,3.2,0.13,3.26,0.35
1810,"Wytheville, Virginia",8.84,1.3,0.0,86.68,0.71,0.0,1.9,0.57
1811,"Woodstock, Virginia",2.87,4.51,0.0,82.24,9.8,0.0,0.58,0.0
1812,"Wise, Virginia",3.87,2.17,0.0,92.29,0.53,0.0,1.15,0.0
1813,"Windsor, Virginia",24.26,0.41,0.52,68.1,0.7,1.14,4.42,0.44
1814,"Winchester, Virginia",9.7,1.75,0.06,64.21,16.86,0.31,4.55,2.56
1815,"Williamsburg, Virginia",13.97,6.48,0.0,67.65,7.02,0.52,3.93,0.42
1816,"West Point, Virginia",8.72,3.94,0.0,85.03,1.39,0.0,0.91,0.0
1817,"Weber City, Virginia",1.56,2.61,0.0,94.33,0.0,0.0,1.5,0.0
1818,"Waynesboro, Virginia",13.82,0.92,0.18,74.29,7.46,0.4,2.19,0.73
1819,"Waverly, Virginia",64.41,0.0,0.0,28.43,5.22,0.0,1.11,0.82
1820,"Warrenton, Virginia",7.96,3.23,0.0,76.11,9.07,0.23,2.73,0.67
1821,"Virginia Beach, Virginia",18.42,6.43,0.06,60.02,7.75,0.25,5.15,1.92
1822,"Vinton, Virginia",5.21,3.64,0.0,84.58,3.42,0.07,2.29,0.78
1823,"Vienna, Virginia",2.69,13.53,0.0,67.97,8.92,0.0,6.05,0.84
1824,"Victoria, Virginia",26.23,0.0,0.0,68.0,0.34,0.0,5.23,0.2
1825,"Timberville, Virginia",0.51,0.0,0.0,85.89,6.84,0.0,1.78,4.98
1826,"Tazewell, Virginia",11.76,0.18,0.0,84.15,1.22,0.51,2.17,0.0
1827,"Tappahannock, Virginia",50.39,0.52,0.0,45.71,1.87,0.0,1.51,0.0
1828,"Luray, Virginia",3.68,1.05,0.0,91.43,0.62,0.1,3.12,0.0
1829,"St. Paul, Virginia",0.0,0.0,0.0,93.33,6.67,0.0,0.0,0.0
